,name,pokedex_number,type1,type2,abilities,hp,atk,def,sp_atk,sp_def,speed,height(in),height(m),weight(lbs),weight(kg)
809,Tranquill,520,Normal,Flying,"['Big Pecks', 'Super Luck', 'Rivalry']",62,77,62,50,42,65,"2'00""
","0.6 m
","33.1 lbs.
","15.0 kg
"
810,Trapinch,328,Ground,Unknown,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",45,100,45,45,45,10,"2'04""
","0.7 m
","33.1 lbs.
","15.0 kg
"
811,Treecko,252,Grass,Unknown,"['Overgrow', 'Unburden']",40,45,35,65,55,70,"1'08""
","0.5 m
","11.0 lbs.
","5.0 kg
"
812,Trevenant,709,Ghost,Grass,"['Natural Cure', 'Frisk', 'Harvest']",85,110,76,65,82,56,"4'11""
","1.5 m
","156.5 lbs.
","71.0 kg
"
813,Tropius,357,Grass,Flying,"['Chlorophyll', 'Solar Power', 'Gen IV+', 'Harvest']",99,68,83,72,87,51,"6'07""
","2.0 m
","220.5 lbs.
","100.0 kg
"
814,Trubbish,568,Poison,Unknown,"['Stench', 'Sticky Hold', 'Aftermath']",50,50,62,40,62,65,"2'00""
","0.6 m
","68.3 lbs.
","31.0 kg
"
815,Trumbeak,732,Normal,Flying,"['Keen Eye', 'Skill Link', 'Pickup']",55,85,50,40,50,75,"2'00""
","0.6 m
","32.6 lbs.
","14.8 kg
"
816,Tsareena,763,Grass,Unknown,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,"3'11""
","1.2 m
","47.2 lbs.
","21.4 kg
"
817,Turtonator,776,Fire,Dragon,['Shell Armor'],60,78,135,91,85,36,"6'07""
","2.0 m
","467.4 lbs.
","212.0 kg
"
818,Turtwig,387,Grass,Unknown,"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,"1'04""
","0.4 m
","22.5 lbs.
","10.2 kg
"
819,Tympole,535,Water,Unknown,"['Swift Swim', 'Hydration', 'Water Absorb']",50,50,40,50,40,64,"1'08""
","0.5 m
","9.9 lbs.
","4.5 kg
"
820,Tynamo,602,Electric,Unknown,['Levitate'],35,55,40,45,40,60,"0'08""
","0.2 m
","0.7 lbs.
","0.3 kg
"
821,Type: Null,772,Normal,Unknown,['Battle Armor'],95,95,95,95,95,59,"6'03""
","1.9 m
","265.7 lbs.
","120.5 kg
"
822,Typhlosion,157,Fire,Unknown,"['Blaze', 'Flash Fire']",78,84,78,109,85,100,"5'07""
","1.7 m
","175.3 lbs.
","79.5 kg
"
823,Tyranitar,248,Rock,Dark,"['Sand Stream', 'Unnerve', 'Sand Stream']",100,134,110,95,100,61,"6'07""
","2.0 m
","445.3 lbs.
","202.0 kg
"
824,Tyrantrum,697,Rock,Dragon,"['Strong Jaw', 'Rock Head']",82,121,119,69,59,71,"8'02""
","2.5 m
","595.2 lbs.
","270.0 kg
"
825,Tyrogue,236,Fighting,Unknown,"['Guts', 'Steadfast', 'Vital Spirit']",35,35,35,35,35,35,"2'04""
","0.7 m
","46.3 lbs.
","21.0 kg
"
826,Tyrunt,696,Rock,Dragon,"['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,"2'07""
","0.8 m
","57.3 lbs.
","26.0 kg
"
827,Umbreon,197,Dark,Unknown,"['Synchronize', 'Inner Focus']",95,65,110,60,130,65,"3'03""
","1.0 m
","59.5 lbs.
","27.0 kg
"
828,Unfezant,521,Normal,Flying,"['Big Pecks', 'Super Luck', 'Rivalry']",80,105,80,65,55,93,"3'11""
","1.2 m
","63.9 lbs.
","29.0 kg
"
829,Unown,201,Psychic,Unknown,['Levitate'],48,72,48,72,48,48,"1'08""
","0.5 m
","11.0 lbs.
","5.0 kg
"
830,Ursaluna,901,Ground,Normal,"['Guts', 'Bulletproof', 'Unnerve']",130,140,105,45,80,50,"7'10""
","2.4 m
","639.3 lbs.
","290.0 kg
"
831,Ursaring,217,Normal,Unknown,"['Guts', 'Quick Feet', 'Unnerve']",90,130,75,75,75,55,"5'11""
","1.8 m
","277.3 lbs.
","125.8 kg
"
832,Urshifu,892,Fighting,Dark,['Unseen Fist'],100,130,100,63,60,97,"6'03""
","1.9 m
","231.5 lbs.
","105.0 kg
"
833,Uxie,480,Psychic,Unknown,['Levitate'],75,75,130,75,130,95,"1'00""
","0.3 m
","0.7 lbs.
","0.3 kg
"
834,Vanillish,583,Ice,Unknown,"['Ice Body', 'Snow Cloak', 'Gen VII+', 'Weak Armor']",51,65,65,80,75,59,"3'07""
","1.1 m
","90.4 lbs.
","41.0 kg
"
835,Vanillite,582,Ice,Unknown,"['Ice Body', 'Snow Cloak', 'Gen VII+', 'Weak Armor']",36,50,50,65,60,44,"1'04""
","0.4 m
","12.6 lbs.
","5.7 kg
"
836,Vanilluxe,584,Ice,Unknown,"['Ice Body', 'Snow Warning', 'Gen VII+', 'Weak Armor']",71,95,85,110,95,79,"4'03""
","1.3 m
","126.8 lbs.
","57.5 kg
"
837,Vaporeon,134,Water,Unknown,"['Water Absorb', 'Hydration']",130,65,60,110,95,65,"3'03""
","1.0 m
","63.9 lbs.
","29.0 kg
"
838,Venipede,543,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",30,45,59,30,39,57,"1'04""
","0.4 m
","11.7 lbs.
","5.3 kg
"
839,Venomoth,49,Bug,Poison,"['Shield Dust', 'Tinted Lens', 'Wonder Skin']",70,65,60,90,75,90,"4'11""
","1.5 m
","27.6 lbs.
","12.5 kg
"
840,Venonat,48,Bug,Poison,"['Compound Eyes', 'Tinted Lens', 'Run Away']",60,55,50,40,55,45,"3'03""
","1.0 m
","66.1 lbs.
","30.0 kg
"
841,Venusaur,3,Grass,Poison,"['Overgrow', 'Chlorophyll', 'Thick Fat']",80,82,83,100,100,80,"6'07""
","2.0 m
","220.5 lbs.
","100.0 kg
"
842,Vespiquen,416,Bug,Flying,"['Pressure', 'Unnerve']",70,80,102,80,102,40,"3'11""
","1.2 m
","84.9 lbs.
","38.5 kg
"
843,Vibrava,329,Ground,Dragon,['Levitate'],50,70,50,50,50,70,"3'07""
","1.1 m
","33.7 lbs.
","15.3 kg
"
844,Victini,494,Psychic,Fire,['Victory Star'],100,100,100,100,100,100,"1'04""
","0.4 m
","8.8 lbs.
","4.0 kg
"
845,Victreebel,71,Grass,Poison,"['Chlorophyll', 'Gluttony']",80,105,65,100,60,70,"5'07""
","1.7 m
","34.2 lbs.
","15.5 kg
"
846,Vikavolt,738,Bug,Electric,['Levitate'],77,70,90,145,75,43,"4'11""
","1.5 m
","99.2 lbs.
","45.0 kg
"
847,Vileplume,45,Grass,Poison,"['Chlorophyll', 'Effect Spore']",75,80,85,100,90,50,"3'11""
","1.2 m
","41.0 lbs.
","18.6 kg
"
848,Virizion,640,Grass,Fighting,['Justified'],91,90,72,90,129,108,"6'07""
","2.0 m
","440.9 lbs.
","200.0 kg
"
849,Vivillon,666,Bug,Flying,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",80,52,50,90,50,89,"3'11""
","1.2 m
","37.5 lbs.
","17.0 kg
"
850,Volbeat,313,Bug,Unknown,"['Illuminate', 'Swarm', 'Prankster']",65,73,55,47,75,85,"2'04""
","0.7 m
","39.0 lbs.
","17.7 kg
"
851,Volcanion,721,Fire,Water,['Water Absorb'],80,110,120,130,90,70,"5'07""
","1.7 m
","429.9 lbs.
","195.0 kg
"
852,Volcarona,637,Bug,Fire,"['Flame Body', 'Swarm']",85,60,65,135,105,100,"5'03""
","1.6 m
","101.4 lbs.
","46.0 kg
"
853,Voltorb,100,Electric,Unknown,"['Soundproof', 'Static', 'Aftermath']",40,30,50,55,55,100,"1'08""
","0.5 m
","22.9 lbs.
","10.4 kg
"
854,Vullaby,629,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,"1'08""
","0.5 m
","19.8 lbs.
","9.0 kg
"
855,Vulpix,37,Fire,Unknown,"['Flash Fire', 'Snow Cloak', 'Drought', 'Snow Warning']",38,41,40,50,65,65,"2'00""
","0.6 m
","21.8 lbs.
","9.9 kg
"
856,Wailmer,320,Water,Unknown,"['Water Veil', 'Oblivious', 'Pressure']",130,70,35,70,35,60,"6'07""
","2.0 m
","286.6 lbs.
","130.0 kg
"
857,Wailord,321,Water,Unknown,"['Water Veil', 'Oblivious', 'Pressure']",170,90,45,90,45,60,"47'07""
","14.5 m
","877.4 lbs.
","398.0 kg
"
858,Walrein,365,Ice,Water,"['Thick Fat', 'Ice Body', 'Gen IV+', 'Oblivious']",110,80,90,95,90,65,"4'07""
","1.4 m
","332.0 lbs.
","150.6 kg
"
859,Wartortle,8,Water,Unknown,"['Torrent', 'Rain Dish']",59,63,80,65,80,58,"3'03""
","1.0 m
","49.6 lbs.
","22.5 kg
"
860,Watchog,505,Normal,Unknown,"['Illuminate', 'Keen Eye', 'Analytic']",60,85,69,60,69,77,"3'07""
","1.1 m
","59.5 lbs.
","27.0 kg
"
861,Weavile,461,Dark,Ice,"['Pressure', 'Pickpocket']",70,120,65,45,85,125,"3'07""
","1.1 m
","75.0 lbs.
","34.0 kg
"
862,Weedle,13,Bug,Poison,"['Shield Dust', 'Run Away']",40,35,30,20,20,50,"1'00""
","0.3 m
","7.1 lbs.
","3.2 kg
"
863,Weepinbell,70,Grass,Poison,"['Chlorophyll', 'Gluttony']",65,90,50,85,45,55,"3'03""
","1.0 m
","14.1 lbs.
","6.4 kg
"
864,Weezing,110,Poison,Unknown,"['Levitate', 'Neutralizing Gas', 'Stench', 'Misty Surge']",65,90,120,85,70,60,"3'11""
","1.2 m
","20.9 lbs.
","9.5 kg
"
865,Whimsicott,547,Grass,Fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",60,67,85,77,75,116,"2'04""
","0.7 m
","14.6 lbs.
","6.6 kg
"
866,Whirlipede,544,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",40,55,99,40,79,47,"3'11""
","1.2 m
","129.0 lbs.
","58.5 kg
"
867,Whiscash,340,Water,Ground,"['Oblivious', 'Anticipation', 'Hydration']",110,78,73,76,71,60,"2'11""
","0.9 m
","52.0 lbs.
","23.6 kg
"
868,Whismur,293,Normal,Unknown,"['Soundproof', 'Rattled']",64,51,23,51,23,28,"2'00""
","0.6 m
","35.9 lbs.
","16.3 kg
"
869,Wigglytuff,40,Normal,Fairy,"['Cute Charm', 'Competitive', 'Frisk']",140,70,45,75,50,45,"3'03""
","1.0 m
","26.5 lbs.
","12.0 kg
"
870,Wimpod,767,Bug,Water,['Wimp Out'],25,35,40,20,30,80,"1'08""
","0.5 m
","26.5 lbs.
","12.0 kg
"
871,Wingull,278,Water,Flying,"['Keen Eye', 'Hydration', 'Gen VII+', 'Rain Dish']",40,30,30,55,30,85,"2'00""
","0.6 m
","20.9 lbs.
","9.5 kg
"
872,Wishiwashi,746,Water,Unknown,['Schooling'],45,20,20,25,25,40,"0'08""
","0.2 m
","0.7 lbs.
","0.3 kg
"
873,Wobbuffet,202,Psychic,Unknown,"['Shadow Tag', 'Telepathy']",190,33,58,33,58,33,"4'03""
","1.3 m
","62.8 lbs.
","28.5 kg
"
874,Woobat,527,Psychic,Flying,"['Unaware', 'Klutz', 'Simple']",55,45,43,55,43,72,"1'04""
","0.4 m
","4.6 lbs.
","2.1 kg
"
875,Wooloo,831,Normal,Unknown,"['Fluffy', 'Run Away', 'Bulletproof']",42,40,55,40,45,48,"2'00""
","0.6 m
","13.2 lbs.
","6.0 kg
"
876,Wooper,194,Water,Ground,"['Damp', 'Water Absorb', 'Unaware']",55,45,45,25,25,15,"1'04""
","0.4 m
","18.7 lbs.
","8.5 kg
"
877,Wormadam,413,Bug,Grass,"['Anticipation', 'Overcoat']",60,59,85,79,105,36,"1'08""
","0.5 m
","14.3 lbs.
","6.5 kg
"
878,Wurmple,265,Bug,Unknown,"['Shield Dust', 'Run Away']",45,45,35,20,30,20,"1'00""
","0.3 m
","7.9 lbs.
","3.6 kg
"
879,Wynaut,360,Psychic,Unknown,"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,"2'00""
","0.6 m
","30.9 lbs.
","14.0 kg
"
880,Wyrdeer,899,Normal,Psychic,"['Intimidate', 'Frisk', 'Sap Sipper']",103,105,72,105,75,65,"5'11""
","1.8 m
","209.7 lbs.
","95.1 kg
"
881,Xatu,178,Psychic,Flying,"['Synchronize', 'Early Bird', 'Magic Bounce']",65,75,70,95,70,95,"4'11""
","1.5 m
","33.1 lbs.
","15.0 kg
"
882,Xerneas,716,Fairy,Unknown,['Fairy Aura'],126,131,95,131,98,99,"9'10""
","3.0 m
","474.0 lbs.
","215.0 kg
"
883,Xurkitree,796,Electric,Unknown,['Beast Boost'],83,89,71,173,71,83,"12'06""
","3.8 m
","220.5 lbs.
","100.0 kg
"
884,Yamask,562,Ghost,Unknown,"['Mummy', 'Wandering Spirit']",38,30,85,55,65,30,"1'08""
","0.5 m
","3.3 lbs.
","1.5 kg
"
885,Yamper,835,Electric,Unknown,"['Ball Fetch', 'Rattled']",59,45,50,40,50,26,"1'00""
","0.3 m
","29.8 lbs.
","13.5 kg
"
886,Yanma,193,Bug,Flying,"['Speed Boost', 'Compound Eyes', 'Frisk']",65,65,45,75,45,95,"3'11""
","1.2 m
","83.8 lbs.
","38.0 kg
"
887,Yanmega,469,Bug,Flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",86,76,86,116,56,95,"6'03""
","1.9 m
","113.5 lbs.
","51.5 kg
"
888,Yungoos,734,Normal,Unknown,"['Stakeout', 'Strong Jaw', 'Adaptability']",48,70,30,30,30,45,"1'04""
","0.4 m
","13.2 lbs.
","6.0 kg
"
889,Yveltal,717,Dark,Flying,['Dark Aura'],126,131,95,131,98,99,"19'00""
","5.8 m
","447.5 lbs.
","203.0 kg
"
890,Zacian,888,Fairy,Unknown,['Intrepid Sword'],92,130,115,80,115,138,"9'02""
","2.8 m
","242.5 lbs.
","110.0 kg
"
891,Zangoose,335,Normal,Unknown,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,"4'03""
","1.3 m
","88.8 lbs.
","40.3 kg
"
892,Zapdos,145,Electric,Flying,"['Pressure', 'Defiant', 'Static']",90,90,85,125,90,100,"5'03""
","1.6 m
","116.0 lbs.
","52.6 kg
"
893,Zarude,893,Dark,Grass,['Leaf Guard'],105,120,105,70,95,105,"5'11""
","1.8 m
","154.3 lbs.
","70.0 kg
"
894,Zebstrika,523,Electric,Unknown,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,"5'03""
","1.6 m
","175.3 lbs.
","79.5 kg
"
895,Zekrom,644,Dragon,Electric,['Teravolt'],100,150,120,120,100,90,"9'06""
","2.9 m
","760.6 lbs.
","345.0 kg
"
896,Zeraora,807,Electric,Unknown,['Volt Absorb'],88,112,75,102,80,143,"4'11""
","1.5 m
","98.1 lbs.
","44.5 kg
"
897,Zigzagoon,263,Normal,Unknown,"['Pickup', 'Gluttony', 'Quick Feet']",38,30,41,30,41,60,"1'04""
","0.4 m
","38.6 lbs.
","17.5 kg
"
898,Zoroark,571,Dark,Unknown,['Illusion'],60,105,60,120,60,105,"5'03""
","1.6 m
","178.8 lbs.
","81.1 kg
"
899,Zorua,570,Dark,Unknown,['Illusion'],40,65,40,80,40,65,"2'04""
","0.7 m
","27.6 lbs.
","12.5 kg
"
900,Zubat,41,Poison,Flying,"['Inner Focus', 'Infiltrator']",40,45,35,30,40,55,"2'07""
","0.8 m
","16.5 lbs.
","7.5 kg
"
901,Zweilous,634,Dark,Dragon,['Hustle'],72,85,70,65,70,58,"4'07""
","1.4 m
","110.2 lbs.
","50.0 kg
"
902,Zygarde,718,Dragon,Ground,"['Aura Break', 'Power Construct', 'Aura Break', 'Power Construct', 'Power Construct']",108,100,121,81,95,95,"16'05""
","5.0 m
","672.4 lbs.
","305.0 kg
"
